ano,id_respondente,idade,genero,cor_raca_etnia,pcd,estado_moradia,uf_moradia,regiao,nivel_ensino,area_formacao,situacao_trabalho,setor_empresa,porte_empresa,cargo,senioridade,faixa_salarial,tempo_experiencia_dados,tempo_experiencia_ti,forma_trabalho,forma_trabalho_ideal,salario_mensal_estimado,faixa_inferior,faixa_superior,satisfacao_empresa,atua_como_gestor,usa_ia,tipo_uso_ia,tipo_uso_ia_empresa,ia_prioridade_empresa
2023,2023-0,31,Masculino,Branca,Não,Minas Gerais (MG),MG,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,Senior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Hibrido,Remoto,14000.5,12001.0,16000.0,0,0,0,Nenhuma,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes)., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento.",
2023,2023-1,30,Masculino,Branca,Não,Espírito Santo (ES),ES,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 101 a 500,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 3 a 4 anos,Remoto,Remoto,7000.5,6001.0,8000.0,1,0,1,Paga,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",
2023,2023-2,37,Feminino,Amarela,Não,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,Junior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,Hibrido,Remoto,7000.5,6001.0,8000.0,1,0,1,Gratuita,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",
2023,2023-3,22,Masculino,Preta,Não,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,Nao informado,,,,Nao informado,Nao informado,,,,,,,,,
2023,2023-4,34,Masculino,Branca,Não,Minas Gerais (MG),MG,Sudeste,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Outra Opção,de 101 a 500,Analista de Dados/Data Analyst,Junior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Menos de 1 ano,Remoto,Remoto,5000.5,4001.0,6000.0,1,0,1,Gratuita,Não sei opinar.,
2023,2023-5,30,Masculino,Branca,Não,Rio de Janeiro (RJ),RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 51 a 100,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Remoto,Remoto,10000.5,8001.0,12000.0,1,0,1,Gratuita,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",
2023,2023-6,24,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Hibrido,Hibrido,5000.5,4001.0,6000.0,1,0,1,Gratuita,"Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas.",
2023,2023-7,35,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3.000,,Gestao,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,de 7 a 10 anos,Remoto,Remoto,22500.5,20001.0,25000.0,1,1,,,,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco)."
2023,2023-8,27,Masculino,Parda,Não,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Trabalho na área Acadêmica/Pesquisador,,,,Nao informado,,,,Nao informado,Nao informado,,,,,,,,,
2023,2023-9,28,Masculino,Parda,Não,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,Nao informado,,,,Nao informado,Nao informado,,,,,,,,,
2023,2023-10,25,Masculino,Preta,Sim,Sergipe (SE),SE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,de 101 a 500,Analista de BI/BI Analyst,Junior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,de 5 a 6 anos,Presencial,Hibrido,1500.5,1001.0,2000.0,0,0,1,Gratuita,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",
2023,2023-11,46,Feminino,Parda,Não,Pernambuco (PE),PE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,Nao informado,,,,Nao informado,Nao informado,,,,,,,,,
2023,2023-12,32,Feminino,Preta,Não,Rio Grande do Sul (RS),RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Remoto,Remoto,3500.5,3001.0,4000.0,1,0,1,Gratuita,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Não sei opinar.",
2023,2023-13,39,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,,Gestao,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Mais de 10 anos,Hibrido,Hibrido,18000.5,16001.0,20000.0,1,1,,,,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante)."
2023,2023-14,36,Masculino,Branca,Não,Distrito Federal (DF),DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Tecnologia/Fábrica de Software,Acima de 3.000,,Gestao,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Hibrido,Hibrido,14000.5,12001.0,16000.0,1,1,,,,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo)."
2023,2023-15,35,Feminino,Branca,Não,Minas Gerais (MG),MG,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,,Gestao,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 3 a 4 anos,Remoto,Remoto,10000.5,8001.0,12000.0,1,1,,,,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco)."
2023,2023-16,29,Feminino,Branca,Não,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Setor Público,Acima de 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Remoto,Hibrido,5000.5,4001.0,6000.0,1,0,0,Nenhuma,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes)., Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início., Não sei opinar.",
2023,2023-17,29,Feminino,Prefiro não informar,Não,Minas Gerais (MG),MG,Sudeste,Mestrado,Outra opção,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Negócios/Business Analyst,Junior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Menos de 1 ano,Remoto,Hibrido,2500.5,2001.0,3000.0,0,0,1,Gratuita,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",
2023,2023-18,27,Masculino,Parda,Não,Paraná (PR),PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 11 a 50,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Junior,de R$ 2.001/mês a R$ 3.000/mês,de 3 a 4 anos,de 1 a 2 anos,Remoto,Remoto,2500.5,2001.0,3000.0,1,0,1,Gratuita|Assistente de codigo,"Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento., Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",
2023,2023-19,31,Masculino,Branca,Não,Rio de Janeiro (RJ),RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Entretenimento ou Esportes,Acima de 3.000,,Gestao,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Hibrido,Hibrido,10000.5,8001.0,12000.0,1,1,,,,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante)."
2023,2023-20,35,Masculino,Parda,Não,Paraíba (PB),PB,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,de 1.001 a 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Senior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,de 3 a 4 anos,Remoto,Hibrido,14000.5,12001.0,16000.0,1,0,1,Gratuita,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",
2023,2023-21,35,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Senior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Remoto,Remoto,14000.5,12001.0,16000.0,1,0,1,Paga,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes)., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",
2023,2023-22,29,Masculino,Branca,Não,Paraná (PR),PR,Sul,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Área da Saúde,Acima de 3.000,Cientista de Dados/Data Scientist,Senior,Acima de R$ 40.001/mês,de 5 a 6 anos,Menos de 1 ano,Remoto,Remoto,40001.0,40001.0,,1,0,1,Paga,Soluções de IA Generatica e LLMs estão sendo tratadas como principal frente do negócio (com o objetivo de substituir o modelo de negócio atual),
2023,2023-23,44,Feminino,Branca,Não,Minas Gerais (MG),MG,Sudeste,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,de 51 a 100,,Gestao,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Hibrido,Hibrido,10000.5,8001.0,12000.0,0,1,,,,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco)."
2023,2023-24,25,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Junior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,Remoto,Remoto,7000.5,6001.0,8000.0,1,0,1,Gratuita,"Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",
2023,2023-25,36,Masculino,Branca,Não,Acre (AC),,Nao informado,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Setor Alimentício,de 1.001 a 3.000,Analista de Dados/Data Analyst,Junior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,de 5 a 6 anos,Presencial,Hibrido,1500.5,1001.0,2000.0,0,0,1,Gratuita,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",
2023,2023-26,36,Feminino,Parda,Não,Minas Gerais (MG),MG,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,de 101 a 500,,Gestao,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Presencial,Hibrido,14000.5,12001.0,16000.0,0,1,,,,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.
2023,2023-27,46,Masculino,Branca,Não,Santa Catarina (SC),SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 51 a 100,Professor/Pesquisador,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Presencial,Hibrido,10000.5,8001.0,12000.0,1,0,1,Assistente de codigo,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",
2023,2023-28,33,Feminino,Parda,Não,São Paulo (SP),SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3.000,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,Hibrido,Hibrido,7000.5,6001.0,8000.0,1,0,0,Nenhuma,Não sei opinar.,
2023,2023-29,30,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,de 101 a 500,Economista,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Hibrido,Hibrido,10000.5,8001.0,12000.0,1,0,1,Gratuita,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",
2023,2023-30,32,Masculino,Parda,Não,São Paulo (SP),SP,Sudeste,Não tenho graduação formal,,Empregado (CLT),Área de Consultoria,de 11 a 50,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Senior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Menos de 1 ano,Remoto,Remoto,14000.5,12001.0,16000.0,1,0,1,Gratuita,"Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas.",
2023,2023-31,38,Masculino,Preta,Não,São Paulo (SP),SP,Sudeste,Não tenho graduação formal,,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,Cientista de Dados/Data Scientist,Senior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Menos de 1 ano,Hibrido,Remoto,18000.5,16001.0,20000.0,1,0,1,Gratuita|Assistente de codigo,"Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento., Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",
2023,2023-32,36,Masculino,Parda,Não,São Paulo (SP),SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,de 101 a 500,,Gestao,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,de 7 a 10 anos,Hibrido,Hibrido,27500.5,25001.0,30000.0,1,1,,,,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco)."
2023,2023-33,53,Masculino,Branca,Não,Rio Grande do Sul (RS),RS,Sul,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Entretenimento ou Esportes,de 501 a 1.000,Professor/Pesquisador,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Presencial,Hibrido,3500.5,3001.0,4000.0,0,0,0,Nenhuma,Não sei opinar.,
2023,2023-34,23,Masculino,Amarela,Prefiro não informar,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Marketing,Acima de 3.000,Cientista de Dados/Data Scientist,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Menos de 1 ano,Remoto,Hibrido,3500.5,3001.0,4000.0,0,0,1,Paga,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",
2023,2023-35,31,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Senior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 7 a 10 anos,Presencial,Remoto,10000.5,8001.0,12000.0,1,0,1,Gratuita,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Soluções de IA Generatica e LLMs estão sendo tratadas como principal frente do negócio (com o objetivo de substituir o modelo de negócio atual)",
2023,2023-36,33,Feminino,Branca,Não,Bahia (BA),BA,Nordeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área de Consultoria,de 501 a 1.000,Analista de Negócios/Business Analyst,Senior,de R$ 4.001/mês a R$ 6.000/mês,de 7 a 10 anos,Menos de 1 ano,Remoto,Remoto,5000.5,4001.0,6000.0,0,0,,,,
2023,2023-37,36,Masculino,Branca,Não,Santa Catarina (SC),SC,Sul,Mestrado,Outras Engenharias,Empregado (CLT),Varejo,Acima de 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Hibrido,Hibrido,10000.5,8001.0,12000.0,1,0,0,Nenhuma,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",
2023,2023-38,29,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Alimentício,Acima de 3.000,Cientista de Dados/Data Scientist,Senior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Menos de 1 ano,Remoto,Remoto,18000.5,16001.0,20000.0,0,0,1,Paga,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",
2023,2023-39,38,Masculino,Branca,Não,Paraná (PR),PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Acima de 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Hibrido,Hibrido,5000.5,4001.0,6000.0,1,0,0,Nenhuma,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",
2023,2023-40,23,Masculino,Branca,Não,Rio Grande do Sul (RS),RS,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Entretenimento ou Esportes,de 101 a 500,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,Remoto,Remoto,7000.5,6001.0,8000.0,1,0,1,Gratuita,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",
2023,2023-41,27,Masculino,Branca,Não,Pará (PA),PA,Norte,Mestrado,Química / Física,Empregado (CLT),Área de Consultoria,de 501 a 1.000,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Remoto,Hibrido,7000.5,6001.0,8000.0,0,0,1,Gratuita,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",
2023,2023-42,26,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,Senior,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Hibrido,Hibrido,22500.5,20001.0,25000.0,1,0,1,Paga,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",
2023,2023-43,30,Masculino,Parda,Não,Rio de Janeiro (RJ),RJ,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Menos de 1 ano,Remoto,Hibrido,10000.5,8001.0,12000.0,1,0,1,Gratuita,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",
2023,2023-44,26,Feminino,Branca,Não,Paraná (PR),PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,Acima de 3.000,Analista de BI/BI Analyst,Junior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Presencial,Hibrido,3500.5,3001.0,4000.0,0,0,1,Gratuita,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",
2023,2023-45,50,Feminino,Parda,Não,São Paulo (SP),SP,Sudeste,Mestrado,Química / Física,Servidor Público,Educação,de 501 a 1.000,Estatístico,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Menos de 1 ano,Presencial,Hibrido,10000.5,8001.0,12000.0,1,0,0,Nenhuma,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início., Não sei opinar.",
